player_count,hour_of_day,day_of_week,hero_level,hero_kills,deaths,unit_kills,total_gold,highest_atk,highest_def,highest_speed,atk_range,gold_per_level,atk_per_level,def_per_level,speed_per_level,kd_ratio,total_kills,gold_efficiency,death_ratio,is_winner
7,11,5,12,9,11,10,6086,228,170,355,124,496,13,12,12,2.7341475764524206,72,1350.7318507978234,1.7996573641583242,1
6,16,3,18,1,13,76,10456,198,189,388,195,333,14,12,14,2.9213831084993176,110,1736.2379957645956,2.086232012909173,1
5,12,1,6,10,7,45,8161,148,75,471,224,530,6,6,20,3.261235408174427,1,1527.2713496552083,2.4763749773888555,1
7,19,1,18,17,9,44,2884,125,145,201,109,448,5,3,16,0.18314873364578566,92,1787.9703270085831,0.16800692681700047,0
4,3,4,19,14,5,0,2809,75,141,445,141,749,19,10,19,4.805797195648438,96,980.998487273863,1.440323483856859,0
5,9,4,5,8,14,39,4167,164,180,409,139,274,18,11,19,0.3184816543973056,73,1545.6748305789963,1.606112617915183,1
6,2,1,9,18,9,18,12989,196,74,485,176,367,6,6,29,0.8010035683446717,97,1999.5528141722798,0.5073745879325341,0
3,8,6,3,8,8,75,11533,158,174,212,204,702,11,12,11,0.1686711358776792,107,1504.8761555353146,0.9673494291319489,1
5,12,4,10,2,12,71,7352,237,133,295,217,554,14,5,12,2.8776063231410642,54,405.5308044268379,1.3206651787684955,1
3,17,2,19,8,5,71,12606,248,114,420,141,424,5,4,17,4.668107731212764,71,1132.9737003725295,2.4996290638734044,0
7,14,5,3,13,11,60,14399,96,163,437,146,730,10,7,20,3.363141113794275,100,1257.2260242374502,2.7882226982106206,0
4,3,1,15,18,8,11,10009,296,137,293,121,345,18,5,22,4.131021595554094,117,513.5792151285038,1.8852684867530187,1
2,14,4,1,6,12,60,7056,120,47,468,206,440,11,12,16,0.16507789694704242,59,1933.2049415204676,1.1848355580643863,0
4,21,1,7,15,3,32,3437,203,123,370,126,543,13,9,22,2.7558749625506582,96,516.0435997423093,0.7620930533969579,1
5,1,3,12,15,7,44,7468,89,179,293,140,234,19,13,11,2.3518585897770574,110,519.6042554838009,2.9464055533084514,0
3,14,0,17,0,10,89,10080,182,62,348,179,200,18,8,15,2.544942926681886,5,1847.300848354199,2.949059994229075,0
3,7,5,5,3,3,91,6951,198,187,311,188,352,12,3,18,0.453844608142421,107,1037.3697796190079,2.7749308447051044,0
6,7,1,4,3,1,68,6276,255,155,254,165,628,10,14,29,3.4537332692396068,103,313.73890269412914,2.357007449633458,0
3,16,0,12,6,9,7,9859,181,189,315,111,707,7,10,11,2.565780032807309,108,1276.7374998893515,0.9773386312368547,0
6,11,4,18,7,10,24,8818,72,199,342,172,325,12,4,27,3.849229364320194,18,1283.287427539486,2.451001450492892,1
7,18,0,17,16,8,90,5728,155,151,400,175,690,11,7,25,2.4779241069024054,95,316.10136563581125,1.2263790518135176,0
2,9,5,19,4,4,45,3624,133,167,379,189,681,7,11,21,0.8319700175095173,26,1950.5404921405916,0.9803192944651355,0
5,8,1,9,6,3,86,6738,192,144,401,109,544,13,10,16,3.2764590749813283,0,1179.253937530236,2.2345960753988385,1
6,4,3,4,19,1,29,5232,291,193,252,195,420,16,4,16,0.9446931743153145,106,1207.6322999235756,0.23896178286126868,1
2,5,6,2,19,0,46,6793,165,191,379,119,224,6,11,26,4.374733360438593,115,1136.20774610431,0.14568816988698507,1
3,19,4,4,3,10,86,5523,158,57,336,138,727,7,7,22,3.104269571439284,32,1299.317203360316,1.3438610915435567,0
3,1,1,2,5,6,48,6571,270,40,381,159,381,6,12,20,0.8702990294290759,39,675.7395549927589,1.3369164024664857,0
2,23,5,15,6,5,46,10010,185,196,200,165,698,17,8,15,4.815456481657914,31,717.0344263547134,2.686932459191505,1
3,12,4,2,17,14,83,11380,90,76,243,164,241,5,5,23,2.639990770343071,68,1120.410361633039,0.37845928886345037,1
7,5,2,4,4,14,81,10298,161,156,426,223,680,8,5,15,0.4572024141711095,16,1652.0345385744433,0.36985178235723837,1
7,4,0,6,19,1,17,3224,196,176,297,229,638,9,12,15,3.17148123163383,7,289.7562376895219,0.4423578014247035,1
2,0,6,7,2,7,65,9389,161,147,407,156,601,17,10,11,1.3406746443627704,56,1286.1275819964428,0.08920878388380782,0
6,20,5,10,6,10,67,11863,152,172,464,177,745,10,13,29,4.038097914198782,41,1652.2006565113652,0.21519521344472514,0
6,21,2,19,13,3,93,7091,95,155,487,128,544,9,12,24,4.107328160474334,97,482.4510896670089,1.979609600487117,0
2,20,1,19,6,7,32,12684,205,185,470,114,244,5,12,26,4.896842043687843,8,227.04057556501934,1.2947529873525276,0
6,5,3,12,4,14,35,11640,287,181,339,111,220,7,14,17,2.5591607020200686,119,762.8839312546245,2.290809201264041,0
6,5,4,3,4,6,81,9662,298,101,436,200,269,5,4,14,2.3292887106659124,86,1258.6586721132767,2.9777931557449806,1
7,22,0,13,1,4,18,7361,268,136,271,183,247,15,13,26,3.7920304666877556,34,448.9097121285459,1.977104043297004,0
6,15,4,18,5,9,27,2948,117,166,354,224,690,9,14,29,0.7491062160754401,113,967.0202677504739,0.1513667118603712,1
4,3,6,8,14,9,39,14216,171,62,389,202,750,9,14,10,2.7798860175863087,70,1194.1786952737002,0.31368859426302453,1
5,10,1,15,9,11,83,13091,64,48,467,123,486,16,4,27,2.77661324064117,78,1277.989570563171,2.6430122544441232,1
3,23,4,1,6,7,96,11202,276,103,306,248,209,15,7,24,0.5384183017708974,52,693.9410978006753,1.5824878336747847,0
4,22,0,3,4,13,75,12992,214,197,431,237,741,17,8,14,2.1481220189838766,53,920.0533447753245,2.47451147818722,1
6,8,1,8,0,8,14,8094,178,186,241,209,473,10,14,16,4.28109551297929,83,1601.0106123216058,2.569837008674778,0
7,22,4,4,12,4,40,14193,244,127,389,177,799,12,4,27,4.295152747773836,113,1894.186449417234,2.783023624498558,1
2,2,3,16,17,9,38,7318,160,170,338,200,580,14,7,15,0.586264558106437,24,1751.384596012863,2.849487616459097,0
6,18,5,10,12,4,1,13310,73,158,302,245,528,16,9,14,0.5445323254643712,66,1215.7103031201773,1.6644773895099187,1
7,7,1,12,17,1,62,4796,76,191,370,241,678,5,12,28,1.3872078373094832,61,938.5270452991037,1.0230605167681017,0
5,4,5,14,4,4,28,13180,89,122,472,227,214,8,12,19,4.386353706514568,54,799.3219058685528,2.8855946230439957,1
6,3,1,14,12,2,73,1234,240,77,420,157,715,14,10,24,0.7316226668601449,45,424.9218189512325,1.6422192180036759,1
2,23,3,2,3,6,65,14412,238,93,412,175,390,15,14,19,3.627984332874487,23,391.7922449890034,0.19275816886383312,1
7,5,5,5,16,9,50,10120,213,90,255,249,367,5,9,25,0.5957115361042058,97,1439.043724844584,1.928329650179595,1
7,1,2,5,2,4,74,4607,275,186,301,135,720,13,10,21,3.1533754833643446,45,667.6299491080887,1.7630542511850322,0
7,19,0,6,16,7,76,9043,270,68,391,121,336,15,14,27,1.8447297656838098,21,658.3910355784042,2.687378618684118,0
5,10,2,13,10,0,9,1522,73,157,399,226,353,11,11,10,3.965678418532749,10,1996.751098060014,1.9595615674734375,0
6,3,4,9,19,2,13,6904,73,117,432,179,587,11,7,25,1.245083199244282,47,538.2667241728318,1.0471572733846541,1
5,14,3,15,3,2,81,12715,283,55,426,199,408,16,7,15,3.2320889640108037,7,466.50756707989336,2.8986771771174613,1
3,5,2,14,1,8,50,13718,53,46,338,195,471,9,13,12,1.2548444194218364,38,377.6334099678571,2.4048584579461005,1
3,21,1,7,19,4,72,5888,116,100,348,247,342,11,12,11,3.596935387249554,106,1243.649621300233,1.891252855144063,1
6,16,4,2,15,11,38,10821,83,42,314,117,268,16,6,11,4.381022369347669,34,1330.1548868037826,0.8787756102093687,1
5,23,4,7,17,8,27,6832,234,98,262,137,446,19,11,22,0.7213288157211242,48,857.4102672623875,1.1206208889428866,1
